words,sentiment_coeff
fort,-1.0473980850230853
toutes,-1.3994379118153912
ce,-1.349686153836943
pa,-1.1244102753354546
duty,1.1125084703242514
free,1.1350544992812635
dbongino,1.0791464206833346
transgender,1.0365349387330087
community,1.1850758144094289
science,1.0541778593720197
decency,1.1162396492170217
parent,1.1606971552860328
highly,1.290653142403178
involved,1.13206304920099
fed,1.1356561312027993
caused,1.1407495631361124
loss,1.285311948454256
higher,1.1948203787207514
economy,1.0528370370744966
finance,-0.9931078251406432
http,-1.007694009375522
fool,1.1279295314698103
nonsense,1.0719727478548033
quit,1.144656886466276
joined,1.1179424728936798
wh,1.1468374644014858
amount,1.1586603470671495
brainwashed,1.1091838171900255
turning,1.120992771381445
went,1.1249750261358582
fin,-1.3708128560299924
better,1.1950657384706131
art,1.0115961503757536
employee,1.0619749029110634
electionday,-1.0302124695503316
online,1.0463942587825887
website,1.20714283007882
request,1.1227556473085585
ballot,1.1248421491889595
leo,1.0115984105753382
stupidity,1.1510190628483377
florida,1.0438503450381862
asking,1.150878677609845
slavery,1.071578176854
gopchairwoman,1.0401646324051927
pay,1.0009865039739279
de_l,-1.341242464646555
autre,-1.3689453913510805
temp,-1.3497792039458247
amazing,1.1467665388399548
broken,1.1950092922467739
unemployment,1.1336544344755708
tear,1.114999065054551
million,1.0846405138744912
destroyed,1.0615222203309402
abortion,1.0958999018067468
sander,1.0922944145843803
early,1.1081895660335785
90,1.1170269666988875
belief,1.0949237191802346
pretty_much,1.1980878930313805
learned,1.1242770008597516
hahaha,-1.104260716523056
gotta,1.0993805087677773
swear,1.052674770616374
target,1.1355942457093027
expect,1.076343858019956
united,1.080797262445791
protecting,1.1682262248916466
monument,1.1117701456139002
welcome,1.0964757954072324
home,1.223892554098818
attacked,1.0724102669055706
demonstrator,1.160518693516894
central_london,1.0943381215051236
thousand,1.0916964686813895
gathered,1.082029760989406
despite,1.1920848820493435
warning,1.0703338648594454
terroristen,-1.3272563358678262
dog,1.048324098227281
add,1.1044051041303589
student,1.1840132199167397
story,1.1671012374966883
young,1.1110123337894064
voice,1.1349053893450436
forget,1.055178149838451
epstein,-1.0071388609174592
blmuk,1.1004055449092092
farright,1.0324689960760487
londonprotests,1.0294668072661648
charge,1.1501853482742879
gary,1.138560193723383
cannot,1.0477591980725476
stillgray,1.1820734711252638
praise,1.1563351891919544
lord,1.103349818461616
endracism,-1.1456523574367126
suck,1.0778453480712935
anymore,1.097705110676987
wwg1wgaworldwide,-1.1209034801492817
total,1.0658390997015035
set,1.1917415995241143
photo_op,1.0837930070255002
spent,1.0533410010488249
social_distancing,1.1054428898873265
spreading,1.03915917578832
covid,1.0107894017466748
continue,1.1649275617200923
ik,-1.330583908574635
van,-1.2815727773235943
nu,-1.2612617634420926
nog,-1.2478489193417435
hoe,-1.1191228010360814
racisme,-1.2742950423795993
conservative,1.064774707858502
black_woman,1.1583526794757948
specific,1.2320660085118516
quand,-1.3847790869882461
tu,-1.5080168689839915
une,-1.2795082442965826
dans,-1.4806718117198234
zo,-1.282455705520582
president_trump,1.0992038888680313
orange,1.0707627387945198
ur,1.1092197722184416
x,-1.0238854140573204
sheriff,1.0404681907628064
alm,-1.1097935956515534
tuesday,1.033465517823182
yea,1.1351229555669013
karen,1.03966102051159
piece_shit,1.1169979144322444
hay_que,-1.73275465711575
desde,-1.6015031723863313
donald_trump,-1.0038386305216465
smart,1.119525254755884
pathetic,1.1662593109457353
majority,1.1240109285234197
organization,1.14936902737898
bluewave2020,1.0499550103150528
von,-1.2166925353686815
sich,-1.279377042088723
mit,-1.2036938413592704
past,1.2075601114441818
night,1.0525220815725993
lot,1.285183579410631
horse,1.1426415591198686
muslim,1.1291018510507629
op,-1.0458170286622348
opened,1.0668818822631747
instead,1.1109660344524197
might,1.1427167770008897
macht,-1.299305727745087
ist,-1.3115268819581851
floyd,1.0247257972077184
rassismus,-1.2079645732015987
yao,-1.3801213757753836
xing,-1.459985831299092
dr,1.0429220794732679
hilo_de,-1.6721208846532678
esta,-1.6138206280606369
para,-1.4971974804574868
anonymus,-1.4147024688045402
area51,-1.4460923956983265
geor,-1.300182123722552
sorry_but,1.0979607428348281
20,1.017678755191202
watching,1.1453730045967687
dems,1.1667057898190998
sign,1.0768707295104782
size,-1.0287534852421443
crisis,1.054164299804042
innocent,1.0583141250496033
private,1.188194302718502
property,1.153835522685326
dem,1.0545241768375617
mayor,1.069092641198997
ya,-1.0243653741498702
peacefully_protest,1.1187326723264506
rioting,1.1812348015157867
winning,1.0216988156468185
giant,1.1284723776726944
civil,1.0405017926909923
schon,-1.390320951625561
wieder,-1.3802374519925353
der,-1.32202692096538
die,1.058508099076197
kill,1.0536186141496817
black_man,1.1300818896096663
di,-1.1835394196474187
non,-1.0179542378442763
c_est,-1.413512189691266
tous_le,-1.3754009670717526
info,-1.0981386143964997
du,-1.2388643996031021
meme,-1.1045915938376132
la_protestas,-1.6185772114134955
en_los,-1.4232418071136
estados_unidos,-1.5433328242703626
por,-1.4927859955894474
georgeflyod,-1.2085176131514268
algunos,-1.5852121647115474
porque,-1.5634042665956676
muchos,-1.5911405678421366
tiene,-1.6750065811912886
contra,-1.4367141782087982
soros,-1.019951596074944
bunkerbabytrump,-1.0782030729815124
tear_gas,1.060794753678196
peaceful_protester,1.0479026222783383
walk,1.0901540442493969
church,1.0688607445945508
h,1.0365844462123353
filled,1.1201893182359561
air,1.028175922283225
water,1.1231368909328685
einem,-1.3639839943353957
bunker,-1.0167000666263921
im,1.0451839152582374
vor,-1.3372640117975119
au,-1.2331487334397733
ab,1.0553119400824367
latest,1.0320832999517022
fix,1.0632656109273702
die_antifa,-1.394193760298202
sie,-1.321951424235446
den,-1.3805972679380973
que_tu,-1.487393892929968
il,-1.2684935405789681
n,-1.009442847640931
plus,-0.9868226938011864
bible,1.0089154165607543
position,1.1530757881010825
vp,1.039312490530898
bos,1.0214536561888463
yesterday,1.1254774120680362
wit,1.141900623999429
nuestra,-1.6962188586701845
del,-1.4116805455581178
odio,-1.529013736174977
parte,-1.5381410454668387
policias,-1.4407394871636465
chile,-1.177623696127756
estas,-1.60024651767713
hitler,1.010570359754212
copy,-1.058747036510301
mein,-1.0515467949955277
kampf,-1.159401052148466
white_supremacist,1.1228140655242196
using,1.1081054879825174
follow,1.0490067256136018
record,1.09793750617586
arrested,1.1313032415103987
make_sense,1.1607353208444544
anonimous,-1.429823758222339
anonymous,-1.1525507413048401
many,1.2439484525000646
wrong,1.2543784406710736
candidate,1.0847914107003773
arrived,1.121920278489589
immediately,1.0711814128724173
started,1.1137875662184546
peo,1.326091158848632
everybody,1.1586297439585707
mouth,1.2000501701980641
alle,-1.3453508952568851
wird,-1.2533269275741319
eine,-1.118940880860615
research,1.1277529733697766
ein,-1.305675549571516
account,1.0461647422600977
bei,-1.2361652741488933
zu,-1.2920284054038889
jr,-1.0062283405751846
wie,-1.3178545274515325
mentally,1.0819154227042065
stable,1.1327178224468508
strong,1.1276756580151075
100_000,1.0071684794351365
donaldout,-1.0936038741780147
double,1.154407042970158
standard,1.1161309588385262
secpompeo,1.0141568986465048
language,1.1456346781886173
iran,-1.024730242048177
eeuu,-1.4124252901773835
manifestantes,-1.4323806054930512
dia,-1.682530313006015
pero,-1.537481507823048
pasa,-1.399887027594738
apres,-1.3330363095901259
mon,-1.058762928136311
ai,-1.258246922952121
quel,-1.2608211096900634
perche,-1.5088757060738067
per,-1.026779837268693
minnesota,1.0368262956349001
uno,-1.5626147377518902
remain,1.1375095712951768
silent,1.13154852881851
incredible,1.0878257961790356
anonymous_anonymus,-1.0860752703102177
donaldtrump_georgefloyd,-1.0833449127083719
icantbreath,-1.1117726877684884
protests2020,-1.1060977075114904
scottwalker_realdonaldtrump,1.067201043710327
met,1.0401622130260493
coward,1.0864116809551942
made,1.116095178599561
justiceforgeorgefloyd,-1.114340823711532
georgefloydwasmurdered,-1.295437041302079
please_share,-0.9923674304736795
en_un,-1.3911172531359686
casa_blanca,-1.5985808094638292
gran,-1.5783247772424038
nytimes,1.1926928244927246
wear_mask,1.0872983061566102
rapist,1.0151624290949521
greatest,1.0227092710529788
com,-1.1268998352499673
ukraine,-1.0573223678278232
letter,1.1544774016570154
best_president,1.0748996186405502
courage,1.037667488508861
makeamericagreatagain,-1.1454465210166502
auch,-1.2894944149888639
eu,-1.426990924367608
opdeatheaters,-1.2109921159552555
verdad,-1.5034881865735934
casablanca,-1.498540686027156
anonymuos_donaldtrump,-1.3563610782840692
lol,1.1011822954785433
heal,1.1947092834160609
elect,1.0699733370773425
corona,1.0096789183110537
lui,-1.3100096520715059
pr,1.083405566053246
anonymuos_anonymous,-1.6323174255682857
donaldtrump_pizzagate,-1.5362906287750124
secret_service,1.0577960058256526
washington,-1.028645109635183
aoc,1.1012856237347228
anarchist,1.1289662509599674
age,1.1196578510621344
tan,-1.2518867325114893
cnn,-0.9857859192818823
que_los,-1.5664313354615815
pedofilia,-1.5326544434475655
lo,-1.3522862270530915
funny,1.0496573493914174
must_stop,1.1310705770027731
unfortunately,1.20525546353752
americaortrump,-1.0547254531732535
advice,1.1141427218827307
possible,1.065625736596233
subject,1.078798012566752
po,1.0102978839208439
ivankatrump,1.0679397409701574
kid,1.1533149099776727
alone,1.083529252108645
well,1.2731108924613188
blind,1.1145560887586952
tonight,1.097576838959202
holding,1.0579564782741413
bunkerboy,1.092819168896381
dcblackout,-1.1006934278490255
sono,-1.4923922961000657
blakelivesmatter,-1.1067618531163794
speaks,1.0106401266791243
act_like,1.126589972517072
hombre,-1.4794969246062155
blanco,-1.5511862567643715
tweeted,1.1815338661186037
pizzagateisreal,-1.4515370180472364
ninos,-1.4679458539285506
informacion,-1.7295085981485072
entre,-1.371119073724595
jeffrey_epstein,-1.1968050004660757
contra_el,-1.657235627270821
presidente,-1.4583460725901287
final,-0.9965718862355964
estado,-1.6387808050612167
esa,-1.5887720460598596
esto,-1.5173942522471529
politico,-1.0725438719976268
elite,-1.013014643468594
trumpresignnow,1.0505831082600954
anomymous,-1.2317122737932038
heute,-1.2610976826403073
leadership,1.1013548516634377
pretty_sure,1.1145123878668415
heard,1.1475625734818256
invite,-1.0766806101063977
india,1.0960650394302804
australia,1.059510730427609
attend,1.0089259470880183
g7summit,-1.268751459004105
actually,1.2063287943756629
trumpdictatorship,-1.024808542572713
htt,-1.0228642760691413
via_youtube,1.0782501060744067
according,1.2577309622106414
illegal,1.0631464136339448
u_military,1.1199257321677787
within,1.1745726079035157
border,1.1482661656132602
purpose,1.0708142389819488
houston,-1.0457082460450855
tegen,-1.3677420725725011
te,-1.3470059838758472
brown,1.080396596113237
far,1.126983813081296
worse,1.1888774576104044
presidenttrump,1.014771818017603
ww2,1.1392700665133342
contre,-1.2583871719894992
pa_de,-1.3591360710340394
ju,-1.1479093632389699
available,1.0210934369917497
resource,1.1491474385476124
civilian,1.1519548470948882
military,1.1084628541646546
mass,1.1755177011035534
80,1.0346888018800349
narcissistic,1.0603290935552292
finally,1.1922272052812017
told,1.205758051155364
ye,-1.0695687027944252
reality_check,1.1790256032075412
causing,1.039958588313702
threatens,1.0482650139595164
gov,1.1021871527006233
taught,1.1391722940050115
itsjefftiedrich,1.0509947910933923
found,1.1324587321379935
hiding,1.0067156093959946
society,1.148769817944374
changed,1.132495351166544
disappointed,1.2569184667654199
safety,1.1984594490180693
como,-1.5564895344906453
raciste,-1.3987370190643038
sur,-1.267044285578695
etre,-1.4023797432387495
hand,1.0777292225105797
indian,1.111136178978604
mike,1.0351509775429184
interview,1.0447862172994995
christian,1.0538569110188525
el_video,-1.5421092822283358
nostradamus,-1.57231966388337
estadosunidos,-1.6016085922498875
admin,1.0802228858767817
secure,1.1760982075524156
freedom,1.067854804739158
michael,-1.0071293600807372
plan,1.071415854624863
europe,1.0056236109171273
snowflake,1.0894595156340694
realize,1.202843002039184
maga2020,-1.0789231494759142
btw,1.146995492571952
va,-1.431747343648277
bien,-1.5166500769711413
chose,1.030949125104686
etats_unis,-1.3691939443496066
ante,-1.522826504608638
ten,-1.0463455099551036
tous,-1.3293313217851803
tramp,-1.370082750026037
kai,-1.545555999862672
ta,-1.0706048036642783
alla,-1.502416951360046
counter,1.0964103008896566
g7,-1.1097590580892362
wenn,-1.3182918450167265
kann,-1.1938001413904415
noch,-1.332017898868907
den_usa,-1.367134254480944
opinion,1.1506952798683145
tweet,1.0501419946202597
looter,1.0626375006936513
form,1.1034288245235637
lowlife_amp,1.0512490047267002
sc,1.0453208743731677
sitting,1.1272114860537772
last_night,1.0816468536537018
fur,-1.2563628110277887
unter,-1.4102916183194305
asi,-1.5336869977584253
hace,-1.4478861323052303
sr,-1.111558152223969
disgraceful,1.1142549894871896
constitution,1.076535982418848
usariots,-1.1355962324240465
aux,-1.3635932791310827
antifas,-1.2622173067178897
font,-1.2304737390908433
live,1.0698919087175875
mmpadellan,1.1051451910624481
huge,1.0934038431285031
last,1.183710738283172
couple,1.2034354262315512
liar,1.092925810535226
thread,1.1506161755849766
govt,1.258226949302255
russian,1.0700452046001494
benefit,1.3209074442692006
protestas_en,-1.760456081116311
anybody,1.1844437168012871
hit,1.111338524530778
hopeful,1.2363822005128409
protestors,1.1281672063860675
driving,1.183398174099597
brick,1.0905581015953287
truck,1.1433175527233013
ordered,1.134433958281033
somos,-1.6990322939776181
anonymous_donaldtrump,-1.3056721746590632
8,-1.0857051831639024
count,1.1201092753624071
ge,1.0119598640194145
mad,1.1644735877153187
become,1.1719623285800296
center,1.0654663983334278
death,1.1167127367215568
note,1.0535327927270357
obviously,1.2376154762995009
without,1.2040594610270374
forgot,1.058110211868629
holding_bible,1.13489100598419
opposed,1.094685942582456
rioter,1.0887754341782758
destroying,1.107162569783201
bunkerbitch,-1.120698739820318
hillaryclinton,1.0940867883718022
given,1.1685557504014756
sort,1.1025046790484543
president_united,1.0936560869320229
bullet,1.1019549500942285
con,-1.3312919693014038
thru,1.0592429279572422
missed,1.1034517085626196
listening,1.1543865893459349
guess,1.1610183610851101
tear_gassed,1.041157900341051
american_citizen,1.0675496926818844
abd,-1.4031041788528915
reuters,-0.9969942396377202
united_state,1.0668304529990182
stuff,1.1429227189500004
little,1.1443516111943788
no_one,1.1559504141143222
taken,1.0542452131157625
cartoon,-1.0342105252075
bunkerdon,-1.0198529539283727
blow,1.121487909947527
tactic,1.0589923377470212
get_rid,1.0912259073200474
party,1.1309119401578254
influence,1.2474574298816932
former,1.0579514624275956
police_officer,1.1225715766117375
worth,1.1127461148851148
stjohnschurch,1.041504424125939
beating,1.0237331820478295
5,-0.9975282386148098
chan,-1.0846342452932134
coup,-1.0173606102670039
speakerpelosi,1.148406110694468
true_patriot,1.0705478478951973
around_world,1.2108643698519035
rubber_bullet,1.0869018359376013
cuz,1.2408183138902582
finished,1.2193238137771993
mocking,1.1319612238760686
blackoutuesday,-1.1540712645045688
dont,1.09836825150743
questo,-1.3624006166942193
blacklifematters,-1.0922474061405183
blackoutday,-1.1885799303237132
ame,1.062629796307809
lisa,-1.0384778313841445
gave,1.1471521281583155
cure,1.0716796932725743
sunday,1.0328541882761781
peaceful_protest,1.1880055075269704
ig,-1.051427495685783
raise,1.1416746806304774
resign,1.113768216903866
philadelphia,1.0059184566914268
blacklivesmatter_protest,1.0838628640473675
avoir,-1.3103420472104221
dans_le,-1.2879375191135696
antifaterrorist,-1.0563516131352086
ka,-1.1248989208598323
hai,-1.2998354657209965
tv,1.0815030958256397
youtube,1.0204102823174241
senator,1.0856310711666037
called,1.1398869481062561
couldn,1.1873513141218488
cual,-1.597492137014964
cuba,-1.1861812264818017
en_su,-1.42880597792906
watched,1.1383238785392666
wisdom,1.1731045533289368
stood,1.1792909820408286
heart,1.1333041661464882
fue,-1.4288557010916663
algo,-1.6009234437021245
por_el,-1.4684917958547852
muted,1.0441722000560243
saytheirnames,1.0956917965849082
tired,1.1337254210514893
selling,1.1908986496995266
chinese,1.0757693464282592
losing,1.1837638204867107
donated,1.0529530086356487
allow,1.1708657221560264
elected,1.1352678095977975
representative,1.1054837611070405
using_bible,1.2042534572220036
pas,1.0493837722522483
casablanca_donaldtrump,-1.5231768773500975
habla,-1.645798549353251
ley,-1.5328597517175275
la_policia,-1.3888696793551318
estadounidense,-1.7232648502433
e_una,-1.3984580320929003
racista,-1.6756031179312836
negro,-1.2352519698496842
vi,-0.997986121464364
propaganda,1.0017703308724097
alert,-1.0637260773674266
distraction,-1.0606180621026748
ivanka,1.0891769030327554
daughter,1.0994393537297706
mismo,-1.5007177312143116
con_el,-1.5422064857938291
let_make,1.0698139638138218
facing,1.212302839450107
mr_president,1.059044765540701
shade,1.1513985164874219
well_done,1.1035072212877073
cnn_foxnews,-1.1905450922077352
hashtags,1.0086987404535745
write,1.1639343620094238
thought,1.1147598409016717
riots2020,-1.022156604317075
police_chief,1.1253588629994578
telling,1.1724050181084036
action,1.1464139897283259
dictatorship,1.0856133752371375
trumpout2020_trumpdictatorship,-1.0899256883773487
k,1.0549711050036765
garden,1.0325050725898204
address,1.1208462109627655
jetzt,-1.2416807619603203
lying,1.0789588623837232
predator,1.0785315420367918
ri,1.0542535622180969
si_e,-1.576732991106661
contro,-1.415517629631418
serve,1.1187788331667128
yall,1.084355813289754
hilarious,1.1362599723306854
arrest,1.1130488397317098
knowing,1.1486294303230378
fbi,1.0248689705918703
soon,1.132569514849953
unitednotdivided,-1.0517575690385141
enationtrains,-1.152032709200036
nadie,-1.6310790214248583
eso,-1.549503819928504
choice,1.1647891404658715
simple,1.0263871845826449
next_president,1.047166631875012
archbishop,1.0520746189434609
dc,1.0698341576179637
menschen,-1.3307457188561478
gegen,-1.3367431601864719
gut,1.028544404430392
philly,1.0085797868270963
pls,1.0241246409940614
folk,1.1380563520145748
passion,1.169730915352691
46,1.0959195694791788
usaprotest,-1.1104343269692236
grad,1.0226219826249694
prof,1.1922175447585601
article,1.0418299393971482
interest,1.2386096344840476
terrible,1.0431086028304941
ahora,-1.524276536922085
continues,1.1431467266873205
discrimination,1.1082260791589922
violence_against,1.117353170919248
en_eeuu,-1.409735043033421
ese,-1.4872012040298868
e_el,-1.5806646956497648
senatemajldr,1.099284391413927
beyond,1.0145155909782135
recognition,1.2375578927132986
dictator,1.0475823475434216
brutal,1.0415180308121297
sen,-1.0801298073323904
injustice,1.113321086058928
brutality,1.060281620854146
corruption,1.0379659731136768
decided,1.1793884645637185
paying,1.0854278255561436
god,1.075520303045964
pres,1.04509100404866
unrest,1.0725666110019973
economic,1.0804565198362042
40,1.0582727573966844
unemployed,-1.045385827780814
men,1.0602601174569237
kii,-1.3238652603512004
ke,-1.2969457630900645
kaa,-1.2678182106145484
deep,1.0900298782662865
book,1.0775934990230835
jesus,1.0501065984116753
lee,-1.0535634290026163
sus,-1.6314833958734416
le_manifestants,-1.2251382148711984
mama,-1.0559147861993352
whitehouse,-0.999975534233491
unity,1.1074281778194197
compassion,1.1877791343405606
promise,1.0673464349690767
powerful,1.082462211282742
sobre,-1.467131701732636
el_mundo,-1.6264417218923755
che,-1.244306138210458
fascista,-1.4853227642078197
god_bless,1.0234725079361338
un_presidente,-1.7620302045921037
gerade,-1.255484160528082
loser,1.0848665188680227
ah,1.0745682949627728
peaceful,1.0956020070902073
store,1.1731514884536973
hack,-1.0607000605552623
site,1.0397129606147648
tutto,-1.3658936057942266
gli,-1.4488237770919536
cdnpoli,-1.1177699740861793
uspoli,-1.1450815643721264
division,1.0452231880884275
stock,1.1055505113058903
jump,1.1139502994329458
week,1.0801521620394279
um,-1.1791345525535697
mundo,-1.634582198998167
mask,1.1305072566548326
wearing,1.0790350217650513
ban,1.0204648189431413
experience,1.1402456333452067
macron,-1.2155614909046308
violently,1.1118249845805421
yellow,1.052691624374776
biden2020_teamjoe,1.100871681281695
washingtonpost,1.0031027086335802
trash,1.0479834997751831
sing,1.1028887742447806
different,1.1624430793387224
tune,1.1340761115815523
parece,-1.4898460926596495
bone_spur,1.035493719923048
scared,1.1212980055816058
heck,1.1079978056502053
failure,1.1208300567062708
content,1.129373972321149
bet,1.1005873451631032
driver,1.0585123277852113
versus,1.0663476607742532
protesta,-1.5564414896439631
kamalaharris,1.0764863239065832
among,1.1263666397642922
abusing,1.1552513790123613
transition,1.153429761227381
greatness,1.1559658808461353
administration,1.0560159297839076
bidengate,-1.18176428966195
hunterbiden,1.0725833844137602
prop,1.0316686820800125
weakness,1.0887246343816974
dieser,-1.2318007509344369
uber,-1.0682137578879731
awareness,1.231256664780952
ongoing,1.1477400902849884
fall,1.0282472606258473
sent,1.1519000104265946
dominate,1.1265542013282592
traitortrump,-1.0414426598692257
clinton,1.010938665102804
hearing,1.200905533408255
audio,-1.108269033039611
hear,1.1558389738175627
tanto,-1.7203670625222338
pizzagate,-1.2259758027747258
supporter,1.0620758673845405
claro,-1.7920843061774738
anonymuos,-1.3434192081067842
blacklifesmatters,-1.1322273134278846
window,1.2426004827092936
blame,1.0743669466818349
icantbreathe,-1.0882233332778313
vile,1.134320026714252
hide,1.0886656584545842
urgent,1.1635246064263196
shoot,1.0634015163640345
scotland,1.043257298674732
klar,-1.374648720317777
exactly,1.2091780532629104
fascism,1.0388733972241433
worry,1.1215167960895107
staged,1.095067422526031
resident,1.0479011573372663
marching,1.0713456976953213
ny,0.997883598504967
della,-1.3538453671345891
vocal,1.2333065011932465
clown,1.0756163932891993
gang,1.0868925753472376
caught,1.1446634457508302
hollywood,1.0098149242262524
wurde,-1.2880269066962984
fred,-1.057275897633265
einer,-1.4310198100094087
getting,1.1895024006072639
dice,-1.4055776040079886
scum,1.0695140312145504
trumphasnoplan,-1.0672880229907267
10_year,1.1986642825691491
etat,-1.209987433579987
ont,-1.3998698882007585
leur,-1.3166894870050814
guerre,-1.2930529922483713
piu,-1.4834347422784346
wwii,1.1393078116698658
proteste,-1.1892427256631335
terror,1.0285449539997251
nixon,1.012766965124668
silent_majority,1.0519260359309817
usaonfire,-1.071723259412357
que_se,-1.623016650783653
bad,1.1376556793850574
christianity,1.1296708277285137
whatever,1.1830299665439095
que_el,-1.5178071386720828
racismo,-1.3974612909331479
social,1.0856737629530717
justintrudeau,1.1317389859221196
ball,1.1383860028391408
1/2,1.052204668613429
abc,-1.0221146892039576
nbcnews,1.045044161666769
cbsnews,1.0665810388038832
msnbc,1.0123163397933104
gassed,1.0870966603658871
cute,1.1106043735594866
tie,1.1019371872834185
ci,-1.0613450952046612
seattleprotest,-1.1376478638707055
antifaterrorist_donaldtrump,-1.1525081602186167
straight,1.1113087843634952
unless,1.1475990159037366
drop,1.0790156302942489
joebidenisracist,1.071409825851785
ttrmp,-1.4043265428525433
khy,-1.2425679433632228
wr,1.0512490658058187
send,1.1138004683542149
minute,1.0968352837702557
neck,1.158698841682501
nypd,-1.0162442470959916
militar,-1.3418993267361938
gas,1.0097506851369444
coverage,1.0669914011064174
compare,1.0699912106038028
guilt,1.111419008166681
association,1.1662209943544524
upon,1.0440124940755513
threat,1.113095358388107
king,0.983264629226811
waiting,1.2136744602580531
cost,1.093541695493002
good_morning,1.1258103141064586
bed,1.1294240497814951
monday,1.125039323687186
nurse,1.126617817169938
durante,-1.640237773105045
creo_que,-1.5723903337659166
hero,1.048952489504994
mano,-1.5883015301280259
regime,1.0309130950255356
steveschmidtses,1.2428446489134821
chief,1.1375927483660215
bias,1.088660435748156
nationwide,1.0901542425057777
tru,0.9937262109430882
este_video,-1.6037554964950882
esto_e,-1.5164357157824913
justiceforfloyd,-1.1632852414809365
cr,-1.1426857311106864
om,-1.4826747938640572
glad,1.238296989117278
seek,1.1441645405524383
seems,1.1821386365610058
yr,1.087468771774882
old,1.1906505997971466
votebluenomatterwho,-1.0937017007329712
politician,1.1556445531516042
forced,1.1236333320571947
please_watch,1.0584511903059255
repost,-1.0593239810093273
fakepresident,-1.1696474367579865
trumpisanationaldisgrace,-1.1548913919863486
break_heart,1.2125864920937683
chi,-1.4826868387732712
enemy,1.1399857260634707
lead,1.158421388247996
preach,1.0139448896506025
fair,1.1708338629022155
hair,1.097387324817715
pulled,1.1101537182006447
youranonnews,-1.1630272534572006
later,1.0386102775355817
pd,1.0809954942764999
original,1.0711807308085999
difundan,-1.6117621682878598
mzhrt_mryk,-1.1122107772576137
direct,1.0583825485198453
order,1.122649233640579
feel_like,1.218969664435396
religious,1.1765134782832334
voteouthate_votebluetosaveamerica,-1.1661522932826518
votetrumpout2020,-1.044117363771101
shame,1.150916925020077
tum,-1.2967951712011672
ho,1.0410136923398159
presidentbiden,1.043089846320748
cover,1.11451354483028
2016,1.0744564417773876
flag,1.0621685534228187
burned,1.1271543814714098
blackoutday2020,-1.1088003899339363
trumpdictator,-1.165144782769051
questa,-1.422459817920824
no_puedo,-1.642197292527523
gen,-1.0311305346299224
shooting,1.0929216919055957
reported,1.0298728614776533
endorsement,1.05032207697616
rhetoric,1.1112919580242155
usual,1.0313211258960224
ag,1.0773727294134818
personal,1.2024137203674274
barr,1.1278938173828554
helped,1.2577596815868457
biden2020,1.0795691088655504
thehill,1.057650978631003
seems_like,1.2260860187921105
buddy,1.0339135415996854
auf_die,-1.417541764880944
ver,-1.3387146567612893
ek,-1.3027207608642883
jo,-1.120658002174142
ki,-1.0783855039079
los_manifestantes,-1.5967286807752696
poder,-1.6384443210307844
hoy,-1.6777402256522989
con_la,-1.744019221316643
biblia,-1.488479461375695
estos,-1.5515406106541014
ano,-1.267695680925203
agenda,1.0488454959050866
lgbt,-1.069413778078293
momento,-1.6000712087232858
blamed,1.2122811450495574
communist,1.1443353730741765
fire,1.1650890266951224
writing,1.211476070991757
century,1.15064353534189
present,1.0546706852487022
therefore,1.1690470727753317
policeman,1.055339130812239
humanity,1.0256891191298283
deptofdefense,-1.0847461951164434
classic,1.195587910293836
bu,-1.1485566774275622
version,1.0236185933560238
dream,1.0530672775469094
trumpdictatorship_trumpincitesviolence,1.0676503742439418
neo,1.066279043843543
era,-1.0072828745527205
todo,-1.5446495483981038
tomorrow,1.0434037472878526
indiana,1.0786951442126729
maryland,1.08641663980036
holy,1.0540750405070307
peaceful_protestors,1.0832460353888553
trumpincitesviolence,-1.0397814806168941
lucky,1.1162535864790826
resistor,1.1152891452386193
venezuela,-1.1014581814051891
tras,-1.5404202374189715
remove,1.0632023946209672
dicklessrapist,-1.1614380773523418
super,1.1027744352493312
brave,1.0121556928193336
pushing,1.040430589435539
restore,1.0655079237441016
este,-1.6441393092533325
icin,-1.5252074356641347
grew,1.185545278954368
prove,1.0932989535183562
visit,1.0854238823616926
testing,-1.0206964414302608
army,1.0739601110441106
cult,1.1366226195940587
drink,1.0727792472661748
obamagate,-1.0456529523838762
ii,-1.038049394351231
may,1.1801488053145428
national_guard,1.0807206695344853
calm,1.2921697686249967
governor,1.153695353987198
cuomo,1.080156707438974
serum,-1.587173171761978
especially,1.150394643121019
question,1.1141556791358
certains,-1.370421398530188
encore,-1.4045160995245705
sur_le,-1.4271570531232032
que_le,-1.4478768130325284
feel,1.1656206426817108
resignnowtrump,1.046525584921554
alien,-1.139452364493582
foxandfriends,-1.0958104281198822
white_nationalist,1.0398966788247708
leg,1.09979853781372
island,1.042028323770651
jeffreyepstein,-1.1523949626675472
healing,1.050894819560362
process,1.1258691278072257
disrespectful,1.1119135870985843
familiar,1.0660314564249844
hain,-1.341561750379171
newyork,-1.1400904619045187
vida,-1.395856410272672
mientras,-1.5746301333091934
stealing,1.066081382238753
privilege,1.1066603577618017
survivor,-1.0669090871840974
outraged,1.2045891961890904
fy,-1.3468841353527734
trmb,-1.1892628016691167
bir,-1.3318524298661547
hillary_clinton,-1.1270451332187097
cunt,1.1518648417058326
greta,1.036608383400038
pig,1.0271220988751881
upside,1.0883688267433338
burn,1.116412588099887
combat,1.0650846590264442
tout,-1.208436419769732
rien,-1.4970529780606483
moi,-1.4064671555515875
dire,-1.3619165401923974
